,CustomerID,Recency,Frequency,Monetary,R,F,M
4175,18017.0,81,3,523.0,2,3,2
3955,17712.0,44,1,522.91,3,1,2
1866,14871.0,3,4,522.38,4,3,2
2071,15149.0,133,1,520.8,2,1,2
1867,14873.0,210,1,519.68,1,1,2
180,12571.0,39,2,519.61,3,2,2
970,13643.0,31,3,519.44,3,3,2
3177,16650.0,71,1,518.42,2,1,2
1972,15030.0,71,2,518.28,2,2,2
2800,16135.0,262,1,517.55,1,1,2
3761,17454.0,192,4,517.53,1,3,2
4310,18205.0,36,2,517.36,3,2,2
369,12811.0,260,3,514.85,1,3,2
2144,15246.0,238,2,514.15,1,2,2
3803,17513.0,72,1,513.2,2,1,2
4020,17805.0,73,1,512.31,2,1,2
3742,17429.0,120,4,512.12,2,3,2
1253,14034.0,22,4,512.02,3,3,2
2309,15467.0,9,4,511.88,4,3,2
190,12582.0,238,2,511.36,1,2,2
1848,14851.0,23,2,511.35,3,2,2
2450,15655.0,233,2,511.32,1,2,2
3115,16561.0,5,2,511.12,4,2,2
2940,16325.0,44,5,510.54,3,3,2
438,12904.0,18,2,509.58,3,2,2
74,12436.0,99,1,509.01,2,1,2
3713,17391.0,163,2,508.8,1,2,2
2271,15417.0,85,1,508.8,2,1,2
1460,14317.0,64,1,508.58,2,1,2
4132,17958.0,116,1,508.46,2,1,2
3731,17415.0,79,1,507.84,2,1,2
1347,14158.0,40,1,507.66,3,1,2
1830,14820.0,21,4,507.29,3,3,2
2500,15721.0,11,1,507.08,4,1,2
3412,16960.0,38,3,507.05,3,3,2
1148,13885.0,189,2,506.8,1,2,2
3778,17480.0,73,2,506.51,2,2,2
3152,16614.0,182,1,506.19,1,1,2
1239,14014.0,77,1,505.18,2,1,2
2311,15469.0,43,4,504.5,3,3,2
409,12863.0,52,2,504.2,2,2,2
500,12991.0,23,2,503.76,3,2,2
3889,17630.0,169,2,503.6,1,2,2
1954,15006.0,51,1,502.09,2,1,2
1130,13865.0,58,4,501.56,2,3,2
687,13247.0,17,4,501.12,3,3,2
3153,16616.0,15,2,500.42,4,2,2
2250,15389.0,172,1,500.0,1,1,2
1923,14958.0,147,3,499.68,1,3,2
1286,14077.0,40,5,499.42,3,3,2
2101,15193.0,60,1,499.32,2,1,2
1729,14681.0,71,3,498.95,2,3,2
2064,15142.0,46,1,498.74,3,1,2
3644,17298.0,101,2,498.42,2,2,2
3310,16820.0,95,1,497.61,2,1,2
3786,17495.0,7,2,497.56,4,2,2
2975,16368.0,2,2,497.43,4,2,2
3359,16892.0,1,7,496.84,4,4,2
2185,15300.0,64,1,496.44,2,1,2
3478,17053.0,128,2,496.38,2,2,2
3699,17374.0,218,2,495.77,1,2,2
2621,15882.0,198,5,495.36,1,3,2
3144,16602.0,31,2,494.73,3,2,2
2294,15448.0,312,1,494.64,1,1,2
2960,16352.0,17,2,494.44,3,2,2
3666,17333.0,85,1,494.25,2,1,2
342,12763.0,138,2,494.08,2,2,2
3408,16955.0,184,5,493.67,1,3,2
636,13176.0,46,1,492.84,3,1,2
1427,14270.0,331,1,492.65,1,1,2
2336,15507.0,171,1,492.36,1,1,2
3065,16488.0,33,4,492.2,3,3,2
1035,13732.0,28,1,491.86,3,1,2
1404,14236.0,80,2,490.86,2,2,2
1950,15000.0,47,1,490.52,3,1,2
1529,14416.0,22,2,490.22,3,2,2
4212,18074.0,373,1,489.6,1,1,2
3689,17361.0,49,3,488.2,3,3,2
1218,13984.0,26,6,488.03,3,4,2
1513,14396.0,65,2,487.99,2,2,2
2083,15165.0,373,1,487.75,1,1,2
3173,16643.0,245,1,487.51,1,1,2
2015,15081.0,22,6,487.35,3,4,2
993,13675.0,151,2,486.82,1,2,2
3760,17453.0,17,2,486.72,3,2,2
618,13153.0,5,1,486.22,4,1,2
240,12639.0,238,1,486.1,1,1,2
3911,17658.0,10,3,485.88,4,3,2
2175,15287.0,22,3,485.24,3,3,2
589,13116.0,117,2,485.19,2,2,2
3439,16999.0,23,2,484.82,3,2,2
3076,16504.0,25,1,484.38,3,1,2
368,12809.0,168,2,484.36,1,2,2
1326,14130.0,319,1,483.86,1,1,2
896,13531.0,205,2,483.8,1,2,2
367,12808.0,36,3,483.65,3,3,2
3836,17555.0,19,2,483.26,3,2,2
1555,14450.0,180,3,483.25,1,3,2
3145,16603.0,74,2,482.47,2,2,2
3209,16693.0,68,2,482.01,2,2,2
4317,18216.0,31,1,481.75,3,1,2
3341,16863.0,29,4,481.35,3,3,2
3086,16518.0,61,3,480.92,2,3,2
3304,16812.0,360,1,479.35,1,1,2
2703,16008.0,23,3,478.78,3,3,2
245,12644.0,129,1,477.91,2,1,2
108,12479.0,3,3,477.3,4,3,2
2021,15091.0,53,2,476.96,2,2,2
2216,15344.0,0,5,476.58,4,3,2
82,12447.0,243,1,476.49,1,1,2
2543,15780.0,183,3,475.28,1,3,2
2221,15349.0,158,2,473.81,1,2,2
2377,15557.0,28,1,473.65,3,1,2
3339,16859.0,106,5,473.14,2,3,2
2979,16374.0,66,2,473.03,2,2,2
1238,14013.0,110,3,473.02,2,3,2
4126,17950.0,72,4,472.12,2,3,2
4136,17964.0,31,2,471.7,3,2,2
536,13043.0,253,2,471.57,1,2,2
3355,16885.0,15,3,471.51,4,3,2
2672,15963.0,19,2,470.76,3,2,2
2312,15471.0,2,1,469.48,4,1,2
1969,15026.0,80,3,469.0,2,3,2
511,13005.0,173,3,468.95,1,3,2
1884,14896.0,204,2,468.77,1,2,2
1338,14147.0,49,3,468.4,3,3,2
1471,14335.0,16,2,468.26,4,2,2
1249,14029.0,63,2,467.66,2,2,2
928,13579.0,14,2,467.04,4,2,2
688,13248.0,124,2,465.68,2,2,2
1978,15036.0,72,3,465.55,2,3,2
3538,17140.0,247,1,465.32,1,1,2
1176,13928.0,10,4,464.57,4,3,2
3131,16586.0,248,1,463.95,1,1,2
1932,14967.0,49,1,463.8,3,1,2
2037,15109.0,240,2,463.75,1,2,2
356,12787.0,9,3,463.66,4,3,2
3733,17418.0,42,2,463.46,3,2,2
1585,14489.0,207,1,463.38,1,1,2
1850,14853.0,8,3,463.05,4,3,2
469,12945.0,288,1,462.95,1,1,2
1467,14331.0,124,2,462.66,2,2,2
1569,14470.0,11,2,461.19,4,2,2
36,12391.0,21,1,460.89,3,1,2
3312,16824.0,15,2,460.64,4,2,2
3297,16805.0,173,2,460.59,1,2,2
116,12491.0,38,1,460.4,3,1,2
2360,15535.0,173,7,459.9,1,4,2
571,13092.0,70,6,459.83,2,4,2
8,12355.0,214,1,459.4,1,1,2
3133,16589.0,71,3,459.24,2,3,2
4072,17880.0,364,1,458.92,1,1,2
3269,16768.0,47,5,458.04,3,3,2
3714,17392.0,306,2,457.91,1,2,2
2022,15092.0,215,2,457.81,1,2,2
2048,15121.0,50,2,457.72,2,2,2
1591,14497.0,301,2,457.47,1,2,2
798,13398.0,192,1,457.34,1,1,2
175,12564.0,261,1,456.9,1,1,2
2399,15589.0,252,4,456.58,1,3,2
1962,15018.0,38,4,456.26,3,3,2
505,12999.0,196,3,455.88,1,3,2
2526,15754.0,50,4,455.67,2,3,2
25,12375.0,2,3,455.42,4,3,2
2397,15585.0,176,1,455.3,1,1,2
3094,16529.0,190,1,455.25,1,1,2
2125,15223.0,225,3,454.9,1,3,2
2729,16038.0,7,4,454.33,4,3,2
856,13485.0,233,1,454.24,1,1,2
2315,15475.0,77,1,454.11,2,1,2
3842,17564.0,24,3,454.01,3,3,2
317,12729.0,113,1,453.01,2,1,2
4209,18071.0,257,2,453.0,1,2,2
1364,14184.0,66,1,452.89,2,1,2
199,12591.0,317,1,452.85,1,1,2
875,13506.0,312,3,452.82,1,3,2
3767,17460.0,78,8,452.63,2,4,2
486,12970.0,7,4,452.24,4,3,2
4274,18158.0,9,3,451.75,4,3,2
3125,16574.0,71,1,451.44,2,1,2
1356,14173.0,10,4,450.84,4,3,2
3465,17040.0,137,1,449.73,2,1,2
860,13489.0,105,4,449.52,2,3,2
83,12448.0,44,1,449.45,3,1,2
2514,15739.0,66,1,449.12,2,1,2
4288,18176.0,353,2,448.65,1,2,2
1802,14780.0,54,2,447.68,2,2,2
2300,15456.0,283,3,447.22,1,3,2
2235,15368.0,21,1,446.94,3,1,2
2626,15889.0,156,2,446.87,1,2,2
3695,17370.0,72,4,446.18,2,3,2
4166,18006.0,23,1,444.68,3,1,2
3363,16898.0,26,4,444.46,3,3,2
1695,14638.0,50,1,443.6,2,1,2
3001,16404.0,70,1,443.05,2,1,2
4323,18222.0,92,1,443.0,2,1,2
1299,14093.0,12,1,442.85,4,1,2
2823,16163.0,225,3,441.6,1,3,2
2618,15877.0,1,3,440.78,4,3,2
3852,17579.0,4,4,440.2,4,3,2
1245,14022.0,225,1,440.0,1,1,2
2350,15524.0,24,1,440.0,3,1,2
4334,18233.0,325,1,440.0,1,1,2
2719,16025.0,29,1,439.66,3,1,2
3418,16968.0,4,2,439.43,4,2,2
771,13358.0,268,1,439.03,1,1,2
1605,14513.0,100,4,438.49,2,3,2
2310,15468.0,35,5,438.46,3,3,2
2620,15881.0,312,8,438.24,1,4,2
1429,14272.0,73,2,437.96,2,2,2
166,12552.0,38,2,437.82,3,2,2
2726,16034.0,196,3,437.7,1,3,2
200,12592.0,92,2,437.6,2,2,2
2373,15553.0,60,1,437.23,2,1,2
2760,16084.0,299,1,436.18,1,1,2
2371,15551.0,36,1,436.06,3,1,2
3401,16948.0,138,3,435.02,2,3,2
2880,16236.0,78,1,432.2,2,1,2
3351,16881.0,66,1,432.0,2,1,2
754,13338.0,154,3,431.82,1,3,2
772,13359.0,59,2,431.26,2,2,2
2681,15976.0,165,2,430.94,1,2,2
553,13066.0,24,3,430.9,3,3,2
4236,18106.0,329,1,430.7,1,1,2
685,13245.0,50,1,430.5,2,1,2
363,12795.0,18,1,430.48,3,1,2
382,12827.0,5,3,430.15,4,3,2
1949,14998.0,170,2,429.87,1,2,2
3354,16884.0,37,2,429.84,3,2,2
2296,15450.0,30,1,429.84,3,1,2
2131,15230.0,239,2,429.6,1,2,2
2670,15957.0,31,1,428.89,3,1,2
945,13602.0,64,1,428.89,2,1,2
2939,16324.0,128,3,428.68,2,3,2
87,12452.0,16,3,428.57,4,3,2
4064,17869.0,107,5,428.18,2,3,2
2228,15360.0,39,1,427.93,3,1,2
313,12725.0,371,1,427.8,1,1,2
326,12740.0,63,1,427.6,2,1,2
2695,15994.0,54,1,427.07,2,1,2
633,13171.0,8,5,426.81,4,3,2
3593,17223.0,310,2,426.79,1,2,2
2651,15930.0,67,1,426.63,2,1,2
2262,15406.0,18,4,426.61,3,3,2
2437,15639.0,134,1,425.32,2,1,2
3280,16780.0,100,2,425.19,2,2,2
2443,15646.0,157,4,425.14,1,3,2
3534,17134.0,106,2,425.0,2,2,2
3696,17371.0,17,3,423.89,3,3,2
608,13140.0,108,3,423.72,2,3,2
2787,16119.0,8,2,423.36,4,2,2
1958,15012.0,53,2,423.04,2,2,2
4184,18034.0,21,2,422.88,3,2,2
3814,17525.0,359,1,422.7,1,1,2
4339,18240.0,46,1,422.58,3,1,2
2878,16233.0,71,5,422.13,2,3,2
3600,17232.0,2,2,421.52,4,2,2
1784,14757.0,75,1,420.5,2,1,2
2111,15206.0,10,4,420.3,4,3,2
1320,14124.0,84,1,419.58,2,1,2
2229,15361.0,361,1,418.92,1,1,2
2674,15967.0,23,2,418.83,3,2,2
201,12593.0,108,3,418.1,2,3,2
3945,17701.0,252,1,417.95,1,1,2
2282,15433.0,79,3,417.87,2,3,2
3165,16629.0,73,2,417.73,2,2,2
3242,16737.0,53,1,417.6,2,1,2
846,13473.0,60,3,417.54,2,3,2
388,12833.0,145,1,417.38,1,1,2
4163,18001.0,12,2,417.23,4,2,2
3307,16816.0,103,4,417.06,2,3,2
1152,13889.0,92,1,416.9,2,1,2
2654,15935.0,239,2,416.86,1,2,2
118,12493.0,165,3,416.79,1,3,2
3410,16957.0,239,2,416.64,1,2,2
1331,14139.0,46,1,415.82,3,1,2
2561,15803.0,51,1,415.82,2,1,2
188,12580.0,246,1,415.7,1,1,2
2504,15725.0,15,1,415.25,4,1,2
3291,16795.0,365,1,414.88,1,1,2
501,12993.0,23,4,414.76,3,3,2
628,13166.0,282,2,414.7,1,2,2
3780,17483.0,65,3,414.04,2,3,2
1439,14288.0,212,2,413.85,1,2,2
3477,17052.0,28,1,413.75,3,1,2
1210,13974.0,49,1,413.59,3,1,2
3320,16834.0,227,1,413.46,1,1,2
366,12802.0,183,2,412.58,1,2,2
1104,13827.0,57,3,412.05,2,3,2
2349,15523.0,84,1,412.01,2,1,2
2906,16272.0,116,1,411.7,2,1,2
4099,17913.0,58,2,411.6,2,2,2
1722,14670.0,280,2,411.53,1,2,2
2097,15186.0,14,2,411.41,4,2,2
187,12579.0,73,3,410.72,2,3,2
2028,15099.0,84,1,410.48,2,1,2
2481,15695.0,266,2,409.98,1,2,2
457,12930.0,78,4,409.9,2,3,2
45,12403.0,49,2,409.7,3,2,2
1481,14348.0,260,1,409.57,1,1,2
499,12990.0,31,3,409.5,3,3,2
2127,15225.0,234,1,409.4,1,1,2
2885,16243.0,33,2,409.1,3,2,2
2713,16018.0,39,2,408.9,3,2,2
2163,15269.0,23,1,408.8,3,1,2
2996,16399.0,19,2,408.57,3,2,2
4112,17931.0,134,2,408.36,2,2,2
2705,16010.0,245,3,407.5,1,3,2
2095,15184.0,29,2,406.76,3,2,2
2053,15127.0,65,1,406.53,2,1,2
3400,16947.0,235,1,406.48,1,1,2
1678,14616.0,242,3,406.08,1,3,2
2854,16204.0,23,1,405.71,3,1,2
4186,18036.0,32,3,405.62,3,3,2
451,12922.0,161,1,405.38,1,1,2
3703,17379.0,11,1,404.66,4,1,2
2656,15938.0,112,5,404.58,2,3,2
2934,16319.0,217,1,404.4,1,1,2
121,12498.0,21,3,403.7,3,3,2
3744,17431.0,313,1,403.3,1,1,2
33,12386.0,337,2,401.9,1,2,2
2078,15158.0,45,1,401.4,3,1,2
3074,16500.0,4,6,400.86,4,4,2
2849,16198.0,75,1,400.68,2,1,2
360,12792.0,256,1,400.54,1,1,2
1346,14157.0,19,3,400.43,3,3,2
952,13615.0,312,2,399.99,1,2,2
2567,15809.0,35,6,399.21,3,4,2
4271,18154.0,3,2,399.19,4,2,2
2348,15522.0,32,2,398.84,3,2,2
4034,17830.0,1,3,398.7,4,3,2
130,12508.0,26,2,398.27,3,2,2
1540,14431.0,298,2,397.76,1,2,2
4108,17926.0,133,2,397.29,2,2,2
380,12824.0,59,1,397.12,2,1,2
939,13594.0,52,1,396.97,2,1,2
992,13673.0,18,2,396.92,3,2,2
3781,17486.0,261,1,396.87,1,1,2
2622,15883.0,2,2,396.48,4,2,2
4206,18067.0,40,1,396.33,3,1,2
2962,16354.0,63,2,395.8,2,2,2
4278,18164.0,31,2,394.7,3,2,2
2857,16207.0,25,1,394.38,3,1,2
2248,15386.0,186,1,394.14,1,1,2
2159,15264.0,64,1,393.74,2,1,2
3594,17226.0,308,1,393.49,1,1,2
1671,14600.0,305,1,393.33,1,1,2
1681,14620.0,204,3,393.28,1,3,2
2589,15837.0,64,1,391.98,2,1,2
2214,15342.0,116,2,391.76,2,2,2
3379,16917.0,276,1,391.52,1,1,2
691,13255.0,3,3,390.66,4,3,2
3877,17614.0,57,1,390.07,2,1,2
1894,14910.0,2,7,389.86,4,4,2
4116,17936.0,5,1,389.84,4,1,2
1779,14752.0,43,1,389.64,3,1,2
2891,16250.0,261,2,389.44,1,2,2
766,13352.0,7,2,389.28,4,2,2
2597,15847.0,38,2,389.27,3,2,2
284,12690.0,205,1,389.01,1,1,2
3864,17595.0,12,2,388.79,4,2,2
2401,15592.0,46,1,388.58,3,1,2
1160,13899.0,16,2,388.52,4,2,2
3462,17035.0,245,3,388.33,1,3,2
3276,16776.0,60,1,388.28,2,1,2
1625,14538.0,64,2,388.25,2,2,2
3685,17357.0,24,2,388.14,3,2,2
4027,17817.0,4,3,387.68,4,3,2
3798,17508.0,280,1,387.31,1,1,2
1315,14114.0,273,2,386.53,1,2,2
1801,14779.0,280,3,386.15,1,3,2
1532,14420.0,85,2,385.87,2,2,2
1099,13821.0,144,2,385.64,1,2,2
3954,17711.0,10,2,385.1,4,2,2
1109,13833.0,159,1,384.8,1,1,2
3614,17250.0,3,2,384.52,4,2,2
3571,17189.0,106,2,384.4,2,2,2
3581,17205.0,53,1,384.08,2,1,2
3425,16982.0,60,1,384.06,2,1,2
320,12733.0,234,1,383.95,1,1,2
136,12515.0,353,1,383.7,1,1,2
2288,15440.0,54,3,383.68,2,3,2
2276,15424.0,254,2,383.34,1,2,2
1562,14460.0,110,4,383.34,2,3,2
387,12832.0,32,2,383.03,3,2,2
1097,13817.0,29,2,382.98,3,2,2
4293,18181.0,24,1,382.8,3,1,2
981,13657.0,10,2,382.14,4,2,2
4162,17999.0,37,2,382.06,3,2,2
1137,13873.0,119,4,381.7,2,3,2
2020,15090.0,308,1,381.32,1,1,2
3029,16441.0,67,2,381.2,2,2,2
416,12871.0,84,2,380.64,2,2,2
1988,15048.0,65,5,380.57,2,3,2
3389,16930.0,26,3,380.55,3,3,2
3536,17138.0,275,1,380.5,1,1,2
431,12890.0,24,1,380.47,3,1,2
3270,16769.0,260,1,380.39,1,1,2
3459,17031.0,11,2,380.35,4,2,2
1766,14731.0,47,3,380.02,3,3,2
3607,17239.0,312,2,379.95,1,2,2
1667,14594.0,7,2,379.83,4,2,2
3107,16552.0,242,2,379.73,1,2,2
934,13589.0,14,2,379.65,4,2,2
980,13656.0,164,2,379.65,1,2,2
1680,14619.0,239,2,379.51,1,2,2
4070,17878.0,43,1,379.45,3,1,2
3063,16484.0,173,3,379.4,1,3,2
2623,15885.0,92,3,379.35,2,3,2
781,13372.0,89,1,378.64,2,1,2
1197,13954.0,1,3,378.59,4,3,2
3749,17438.0,247,2,378.3,1,2,2
3495,17078.0,36,2,378.2,3,2,2
760,13345.0,276,2,377.6,1,2,2
493,12982.0,239,2,377.2,1,2,2
1968,15025.0,33,1,377.01,3,1,2
3782,17489.0,58,2,376.64,2,2,2
1553,14448.0,9,2,375.35,4,2,2
1265,14048.0,277,2,375.13,1,2,2
1288,14079.0,124,1,375.1,2,1,2
2811,16147.0,133,1,375.0,2,1,2
1280,14067.0,63,2,374.7,2,2,2
3785,17492.0,248,1,374.57,1,1,2
418,12873.0,282,1,374.0,1,1,2
765,13351.0,66,1,373.94,2,1,2
920,13569.0,17,2,373.75,3,2,2
3367,16903.0,29,1,373.24,3,1,2
2881,16239.0,56,3,372.9,2,3,2
3700,17375.0,190,4,372.5,1,3,2
492,12981.0,29,2,372.22,3,2,2
2748,16065.0,365,1,372.09,1,1,2
3993,17765.0,158,3,371.88,1,3,2
2313,15472.0,113,1,371.56,2,1,2
2680,15975.0,84,1,371.01,2,1,2
2001,15063.0,213,1,370.8,1,1,2
2952,16343.0,16,2,370.48,4,2,2
3260,16758.0,65,1,369.34,2,1,2
1877,14888.0,207,1,369.2,1,1,2
2978,16372.0,33,2,367.93,3,2,2
2217,15345.0,35,2,367.69,3,2,2
4097,17911.0,9,1,366.23,4,1,2
3686,17358.0,303,2,365.85,1,2,2
3745,17432.0,18,2,365.76,3,2,2
725,13300.0,164,2,365.29,1,2,2
2852,16202.0,360,1,365.27,1,1,2
2280,15429.0,26,3,364.9,3,3,2
1875,14886.0,252,1,364.8,1,1,2
2664,15949.0,16,2,364.72,4,2,2
23,12373.0,311,1,364.6,1,1,2
2215,15343.0,87,1,364.5,2,1,2
1616,14528.0,37,1,364.22,3,1,2
3372,16909.0,64,2,364.14,2,2,2
155,12538.0,29,1,363.95,3,1,2
3664,17330.0,22,2,363.9,3,2,2
2634,15901.0,16,3,363.88,4,3,2
1355,14171.0,98,1,363.79,2,1,2
3079,16509.0,296,1,363.7,1,1,2
3064,16485.0,77,1,363.65,2,1,2
445,12915.0,148,2,363.65,1,2,2
4198,18056.0,288,1,363.65,1,1,2
2648,15922.0,372,2,363.6,1,2,2
1908,14932.0,365,1,363.53,1,1,2
1124,13856.0,168,5,363.4,1,3,2
1538,14427.0,50,2,363.34,2,2,2
2982,16378.0,247,3,362.95,1,3,2
3848,17573.0,29,4,362.9,3,3,2
2738,16052.0,54,1,362.06,2,1,2
1115,13844.0,11,1,361.62,4,1,2
1183,13936.0,171,2,361.28,1,2,2
1917,14950.0,8,2,361.25,4,2,2
2924,16305.0,138,1,361.22,2,1,2
717,13291.0,155,1,361.11,1,1,2
2616,15872.0,14,2,360.93,4,2,2
3138,16595.0,61,1,360.16,2,1,2
1069,13780.0,7,2,360.01,4,2,2
723,13298.0,1,1,360.0,4,1,2
2458,15664.0,50,2,358.63,2,2,2
1735,14690.0,44,3,358.61,3,3,2
4124,17948.0,147,1,358.56,1,1,2
3311,16823.0,227,1,358.38,1,1,2
672,13228.0,81,1,358.0,2,1,2
1212,13976.0,206,1,357.98,1,1,2
2907,16274.0,373,1,357.95,1,1,2
3454,17025.0,60,3,357.77,2,3,2
4188,18040.0,19,2,357.2,3,2,2
833,13453.0,165,2,356.98,1,2,2
1594,14500.0,88,3,356.85,2,3,2
2145,15247.0,122,1,356.0,2,1,2
159,12544.0,29,2,355.7,3,2,2
1624,14537.0,57,1,355.56,2,1,2
222,12617.0,29,1,355.53,3,1,2
3978,17742.0,113,2,355.11,2,2,2
969,13642.0,215,1,354.8,1,1,2
3592,17222.0,65,1,354.15,2,1,2
2615,15870.0,32,1,354.09,3,1,2
399,12845.0,267,4,354.09,1,3,2
3616,17252.0,116,2,353.86,2,2,2
303,12715.0,106,1,353.86,2,1,2
634,13173.0,4,2,353.65,4,2,2
658,13210.0,93,1,353.48,2,1,2
1819,14804.0,8,1,353.27,4,1,2
4147,17976.0,372,1,353.19,1,1,2
2470,15678.0,52,1,352.7,2,1,2
4240,18112.0,12,2,352.69,4,2,2
2210,15334.0,156,3,351.67,1,3,2
1469,14333.0,64,2,351.45,2,2,2
2550,15789.0,358,1,351.3,1,1,2
1171,13923.0,53,1,351.13,2,1,2
2633,15900.0,23,1,351.11,3,1,2
751,13332.0,14,1,350.9,4,1,2
1040,13740.0,240,1,350.75,1,1,2
4037,17835.0,2,3,350.64,4,3,2
4014,17795.0,179,2,350.39,1,2,2
1169,13919.0,53,3,350.16,2,3,2
584,13108.0,372,1,350.06,1,1,2
151,12532.0,30,1,349.83,3,1,2
990,13670.0,75,1,349.7,2,1,2
1150,13887.0,204,1,349.55,1,1,2
2261,15405.0,189,1,349.1,1,1,2
1175,13927.0,74,1,348.99,2,1,2
1075,13790.0,4,1,348.8,4,1,2
4253,18127.0,19,3,348.73,3,3,2
147,12527.0,81,3,348.71,2,3,2
2393,15579.0,68,2,348.6,2,2,2
2819,16159.0,281,1,348.2,1,1,2
544,13052.0,212,1,348.15,1,1,2
1501,14379.0,44,2,348.1,3,2,2
4272,18155.0,75,4,347.82,2,3,2
3918,17668.0,1,2,347.75,4,2,2
434,12895.0,42,3,347.3,3,3,2
932,13587.0,31,3,347.0,3,3,2
550,13062.0,191,1,346.98,1,1,2
2494,15713.0,143,3,346.75,1,3,2
177,12566.0,72,2,346.7,2,2,2
974,13649.0,256,2,346.6,1,2,2
3015,16423.0,24,1,346.12,3,1,2
3338,16858.0,366,2,345.89,1,2,2
2592,15840.0,58,3,345.66,2,3,2
3527,17123.0,161,1,345.3,1,1,2
1066,13774.0,81,1,345.0,2,1,2
1693,14633.0,266,1,344.9,1,1,2
3422,16978.0,77,1,344.33,2,1,2
3845,17569.0,332,1,344.14,1,1,2
555,13068.0,10,2,344.0,4,2,2
2047,15120.0,129,2,343.82,2,2,2
1987,15047.0,269,1,343.62,1,1,2
2346,15520.0,1,1,343.5,4,1,2
4218,18081.0,36,3,343.45,3,3,2
419,12875.0,143,2,343.23,1,2,2
1461,14320.0,206,3,343.11,1,3,2
4346,18250.0,301,2,342.92,1,2,2
3578,17201.0,53,1,342.63,2,1,2
3334,16851.0,4,3,342.45,4,3,2
3314,16826.0,51,1,341.7,2,1,2
761,13347.0,70,1,341.36,2,1,2
4101,17917.0,45,3,341.28,3,3,2
1586,14491.0,175,2,340.93,1,2,2
140,12519.0,63,1,340.84,2,1,2
2042,15115.0,18,1,340.11,3,1,2
1038,13737.0,200,1,339.6,1,1,2
3470,17045.0,113,3,339.44,2,3,2
3102,16545.0,164,1,339.3,1,1,2
3942,17697.0,236,1,338.95,1,1,2
4041,17839.0,42,1,338.8,3,1,2
2839,16183.0,67,1,338.71,2,1,2
2447,15652.0,91,1,337.74,2,1,2
3974,17736.0,9,4,337.49,4,3,2
2659,15942.0,133,1,337.44,2,1,2
1178,13930.0,57,2,337.34,2,2,2
4144,17973.0,51,1,337.04,2,1,2
2775,16105.0,248,1,336.96,1,1,2
4100,17914.0,3,1,336.43,4,1,2
2422,15619.0,10,1,336.4,4,1,2
3707,17384.0,19,2,336.4,3,2,2
1921,14954.0,12,1,336.17,4,1,2
4215,18078.0,217,2,336.13,1,2,2
2647,15921.0,172,1,336.03,1,1,2
1372,14196.0,106,1,335.52,2,1,2
2747,16063.0,260,1,335.32,1,1,2
3591,17221.0,7,2,335.13,4,2,2
114,12489.0,336,1,334.93,1,1,2
1946,14988.0,211,1,334.54,1,1,2
2308,15466.0,85,1,334.53,2,1,2
4,12350.0,310,1,334.4,1,1,2
2644,15918.0,190,2,334.23,1,2,2
662,13216.0,267,1,333.74,1,1,2
2544,15781.0,25,4,333.56,3,3,2
1031,13727.0,28,2,333.48,3,2,2
3161,16625.0,274,1,333.08,1,1,2
1163,13904.0,37,2,332.64,3,2,2
3333,16850.0,333,1,332.41,1,1,2
3295,16803.0,65,1,332.3,2,1,2
2833,16177.0,50,1,331.95,2,1,2
2723,16030.0,309,1,331.24,1,1,2
2113,15210.0,225,1,331.18,1,1,2
3058,16478.0,25,3,331.0,3,3,2
432,12891.0,185,3,331.0,1,3,2
4058,17862.0,323,1,330.9,1,1,2
2495,15714.0,11,2,330.88,4,2,2
1013,13706.0,302,1,330.79,1,1,2
1608,14517.0,33,2,330.45,3,2,2
2056,15130.0,169,1,330.11,1,1,2
3136,16593.0,50,3,330.03,2,3,2
476,12953.0,9,1,329.85,4,1,2
1757,14716.0,43,2,329.68,3,2,2
3878,17615.0,130,3,329.6,2,3,2
680,13239.0,261,1,329.56,1,1,2
3546,17154.0,75,1,329.34,2,1,2
2074,15153.0,31,1,329.25,3,1,2
1237,14012.0,277,1,328.8,1,1,2
3336,16855.0,23,2,328.4,3,2,2
2933,16318.0,35,1,328.15,3,1,2
2195,15314.0,199,1,327.97,1,1,2
1247,14024.0,121,2,327.7,2,2,2
2973,16366.0,18,1,327.3,3,1,2
1865,14870.0,261,1,327.25,1,1,2
2937,16322.0,1,2,326.75,4,2,2
3957,17715.0,200,1,326.4,1,1,2
1945,14987.0,15,2,326.4,4,2,2
2751,16071.0,44,1,326.24,3,1,2
398,12844.0,29,2,325.96,3,2,2
3317,16830.0,38,1,325.91,3,1,2
4062,17866.0,142,2,325.7,2,2,2
2660,15944.0,276,1,325.1,1,1,2
2116,15213.0,318,3,325.05,1,3,2
358,12790.0,192,1,324.92,1,1,2
1081,13801.0,66,1,324.8,2,1,2
3203,16685.0,61,2,324.24,2,2,2
4354,18261.0,43,2,324.24,3,2,2
1641,14555.0,57,2,324.14,2,2,2
2467,15675.0,81,3,323.69,2,3,2
4364,18276.0,21,3,323.36,3,3,2
4013,17793.0,25,1,323.04,3,1,2
1198,13955.0,154,2,322.96,1,2,2
3163,16627.0,79,1,322.8,2,1,2
2951,16342.0,75,4,322.41,2,3,2
1536,14424.0,17,1,322.08,3,1,2
1581,14484.0,50,1,321.92,2,1,2
1832,14823.0,180,3,321.43,1,3,2
867,13497.0,282,3,321.05,1,3,2
2135,15236.0,298,1,321.05,1,1,2
